AGE,WORKCLASS,EDUCATION,EDUCATIONNUM,MARITALSTATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,HOURSPERWEEK,ABOVE50K,INCOME
76, Self-emp-not-inc, Masters,14,Married, Craft-repair, Husband,White,Male,10,0,30745
63, Self-emp-not-inc, HS-grad,9,Married, Farming-fishing, Husband,White,Male,45,0,30649
23, ?, Assoc-voc,11,Not Married, ?, Own-child, Black,Female,15,0,30656
43, Private, Some-college,10,Married, Prof-specialty, Wife,White,Female,50,1,55407
58, Self-emp-not-inc, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,40,0,30566
66, Private, HS-grad,9,Not Married, Transport-moving, Not-in-family,White,Male,55,0,34123
41, Private, Some-college,10,Not Married, Craft-repair, Not-in-family, Black,Male,45,0,30658
26, Private, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,30581
47, Private, Assoc-voc,11,Not Married, Other-service, Not-in-family,White,Male,40,0,30607
55, Local-gov, 10th,6,Married, Adm-clerical, Husband,White,Male,40,0,45497
53, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,41025
17, Private, 5th-6th,3,Not Married, Other-service, Other-relative,White,Male,48,0,30669
30, Private, HS-grad,9,Not Married, Craft-repair, Other-relative,White,Male,40,0,39267
49, Private, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Male,60,0,30594
19, Private, HS-grad,9,Not Married, Sales, Unmarried, Black,Male,30,0,30654
45, Private, HS-grad,9,Married, Other-service, Husband, Black,Male,40,0,30741
26, Private, Assoc-acdm,12,Not Married, Sales, Not-in-family,White,Male,40,0,40873
38, Private, Assoc-voc,11,Married, Craft-repair, Husband,White,Male,40,1,63393
36, State-gov, HS-grad,9,Married, Protective-serv, Husband,White,Male,40,1,53374
33, Private, HS-grad,9,Not Married, Farming-fishing, Not-in-family,White,Male,20,0,30734
22, State-gov, Some-college,10,Not Married, Protective-serv, Own-child, Black,Female,40,0,30575
43, Self-emp-not-inc, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,42,0,30579
67, ?, 11th,7,Married, ?, Husband,White,Male,8,0,30655
30, ?, Assoc-voc,11,Not Married, ?, Unmarried,White,Female,40,0,30635
56, Private, Assoc-acdm,12,Married, Other-service, Not-in-family,White,Male,25,0,30637
31, Private, Bachelors,13,Not Married, Prof-specialty, Own-child,White,Male,25,0,30690
33, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,102608
26, Private, HS-grad,9,Married, Other-service, Husband,White,Male,40,0,39200
33, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,94249
46, Local-gov, 11th,7,Married, Transport-moving, Husband,White,Male,30,0,30706
59, ?, Bachelors,13,Married, ?, Husband,White,Male,40,1,116180
38, Federal-gov, HS-grad,9,Married, Adm-clerical, Husband,White,Male,40,0,30554
65, Private, 11th,7,Married, Other-service, Unmarried, Other,Male,40,0,30606
40, Private, Assoc-voc,11,Married, Tech-support, Husband,White,Male,40,1,108161
42, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,35,0,30644
26, Self-emp-not-inc, 9th,5,Married, Craft-repair, Husband,White,Male,40,0,40324
36, Private, 10th,6,Married, Other-service, Wife,White,Female,24,0,30665
62, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,40,1,123502
43, Private, Bachelors,13,Married, Transport-moving, Husband,White,Male,45,0,40588
43, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,45,1,75466
22, Private, HS-grad,9,Married, Sales, Not-in-family,White,Male,55,0,30638
28, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30631
56, Self-emp-not-inc, Some-college,10,Married, Sales, Husband,White,Male,45,0,30655
22, Private, Assoc-acdm,12,Not Married, Sales, Not-in-family,White,Female,15,0,40988
57, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,45,1,122250
39, Private, HS-grad,9,Not Married, Sales, Unmarried,White,Female,40,0,30724
26, Federal-gov, Some-college,10,Not Married, Adm-clerical, Unmarried,White,Female,15,0,30617
17, Private, 11th,7,Not Married, Other-service, Own-child,White,Male,10,0,30706
40, State-gov, Assoc-voc,11,Married, Machine-op-inspct, Husband,White,Male,38,1,102686
45, Private, HS-grad,9,Married, Machine-op-inspct, Husband, Black,Male,40,0,40941
44, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family, Black,Male,40,0,30594
20, Local-gov, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,10,0,30692
33, Private, HS-grad,9,Married, Craft-repair, Wife,White,Female,40,0,30692
23, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Male,40,0,30596
46, Self-emp-not-inc, Masters,14,Not Married, Exec-managerial, Not-in-family,White,Male,30,0,38038
38, Private, HS-grad,9,Married, Sales, Husband,White,Male,50,0,30628
54, Private, HS-grad,9,Not Married, Transport-moving, Not-in-family,White,Male,40,0,30613
46, Private, 5th-6th,3,Not Married, Craft-repair, Not-in-family,White,Female,45,0,30735
25, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,33785
46, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Female,40,0,30626
36, Local-gov, Some-college,10,Married, Transport-moving, Wife,White,Female,40,0,30588
23, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Female,25,0,30613
29, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,30559
44, Private, Some-college,10,Married, Adm-clerical, Wife,White,Female,6,1,89842
19, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,16,0,30618
19, Private, HS-grad,9,Not Married, Other-service, Other-relative,White,Female,40,0,41724
35, Private, HS-grad,9,Married, Other-service, Wife,White,Female,40,1,53382
27, Private, Bachelors,13,Not Married, Craft-repair, Not-in-family,White,Male,50,0,33226
46, Self-emp-not-inc, Assoc-acdm,12,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30693
34, State-gov, Bachelors,13,Married, Exec-managerial, Husband,White,Male,45,1,57036
34, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Female,35,0,38131
44, Private, Some-college,10,Married, Tech-support, Husband,White,Male,40,0,30638
45, Private, Some-college,10,Not Married, Handlers-cleaners, Unmarried,White,Female,40,0,41023
20, ?, HS-grad,9,Not Married, ?, Other-relative,White,Female,35,0,30566
25, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,55,1,53298
52, Self-emp-inc, Bachelors,13,Married, Exec-managerial, Husband,White,Male,50,1,53393
20, Private, Some-college,10,Not Married, Handlers-cleaners, Own-child,White,Male,40,0,30568
28, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Female,40,0,30622
50, State-gov, Bachelors,13,Married, Protective-serv, Husband,White,Male,40,1,79852
34, Private, Assoc-voc,11,Not Married, Tech-support, Not-in-family,White,Female,64,0,30593
28, Private, 7th-8th,4,Married, Handlers-cleaners, Husband, Other,Male,40,0,30579
41, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,65,1,65984
28, Private, HS-grad,9,Married, Adm-clerical, Husband,White,Male,40,0,42223
46, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,25,0,30587
28, ?, Some-college,10,Married, ?, Wife,White,Female,40,1,75069
32, Private, Some-college,10,Married, Exec-managerial, Husband,White,Male,50,0,42625
41, Local-gov, Some-college,10,Not Married, Other-service, Not-in-family, Black,Female,24,0,31451
24, Private, HS-grad,9,Not Married, Handlers-cleaners, Unmarried, Black,Female,40,0,30740
33, Private, Some-college,10,Not Married, Exec-managerial, Unmarried,White,Female,40,0,30554
46, Private, Doctorate,16,Married, Exec-managerial, Husband,White,Male,60,1,53398
31, State-gov, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,40,0,30656
35, Private, 12th,8,Not Married, Craft-repair, Not-in-family,White,Male,50,1,108010
52, Private, 1st-4th,2,Married, Machine-op-inspct, Husband,White,Male,40,0,30726
30, Private, 11th,7,Not Married, Other-service, Own-child,White,Female,19,0,41364
34, Local-gov, 11th,7,Not Married, Machine-op-inspct, Not-in-family, Black,Male,40,0,30704
34, State-gov, HS-grad,9,Not Married, Transport-moving, Unmarried,White,Female,40,0,38611
20, Private, Some-college,10,Married, Sales, Husband,White,Male,30,0,30699
17, Private, 11th,7,Not Married, Handlers-cleaners, Own-child,White,Male,18,0,30634
32, State-gov, Bachelors,13,Married, Exec-managerial, Wife,White,Female,40,1,53265
29, Private, HS-grad,9,Not Married, Farming-fishing, Not-in-family,White,Male,40,0,30555
33, Private, 10th,6,Not Married, Craft-repair, Unmarried,White,Female,35,0,33578
25, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,60,0,30593
36, Federal-gov, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,44269
23, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,72,0,30623
63, Self-emp-inc, HS-grad,9,Married, Exec-managerial, Husband,White,Male,40,1,88033
47, Local-gov, Masters,14,Married, Prof-specialty, Husband,White,Male,40,0,30552
80, ?, HS-grad,9,Married, ?, Not-in-family,White,Male,24,0,30559
17, ?, 11th,7,Not Married, ?, Own-child,White,Male,40,0,43235
40, Self-emp-not-inc, Bachelors,13,Married, Prof-specialty, Not-in-family,White,Female,40,0,30746
30, Private, Assoc-acdm,12,Married, Other-service, Wife,White,Female,25,1,73101
27, Private, Some-college,10,Not Married, Craft-repair, Own-child, Asian-Pac-Islander,Male,40,0,30617
33, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,50,1,100906
34, Local-gov, HS-grad,9,Not Married, Farming-fishing, Not-in-family, Black,Male,60,0,30658
34, Local-gov, Some-college,10,Not Married, Protective-serv, Not-in-family,White,Female,40,0,30573
23, Private, Some-college,10,Married, Adm-clerical, Husband,White,Male,40,0,30590
42, Local-gov, Some-college,10,Married, Adm-clerical, Wife,White,Female,40,0,30639
29, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30630
45, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,28,0,30587
24, Federal-gov, HS-grad,9,Not Married, Armed-Forces, Own-child,White,Male,40,0,30575
44, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,40,1,97089
27, Private, 9th,5,Not Married, Craft-repair, Other-relative,White,Male,40,0,30714
20, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Male,35,0,30696
44, Private, HS-grad,9,Married, Exec-managerial, Unmarried, Black,Female,40,0,30620
51, Private, HS-grad,9,Married, Craft-repair, Husband, Amer-Indian-Eskimo,Male,40,0,30599
20, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30711
17, ?, 11th,7,Not Married, ?, Own-child,White,Female,5,0,30655
19, Private, HS-grad,9,Not Married, Machine-op-inspct, Own-child, Black,Female,40,0,30721
45, Self-emp-inc, Some-college,10,Married, Craft-repair, Husband,White,Male,55,1,61576
60, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,84367
42, Private, Assoc-acdm,12,Married, Exec-managerial, Husband, Black,Male,40,1,83267
44, Self-emp-not-inc, HS-grad,9,Married, Sales, Wife,White,Female,40,1,80380
40, Private, Assoc-voc,11,Married, Machine-op-inspct, Husband, Asian-Pac-Islander,Male,40,1,62243
30, Private, HS-grad,9,Married, Exec-managerial, Wife,White,Female,40,0,30551
38, Private, Some-college,10,Married, Transport-moving, Husband, Black,Male,50,0,30642
23, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,60,0,39178
32, ?, Some-college,10,Married, ?, Husband,White,Male,40,0,37881
44, Private, Assoc-acdm,12,Not Married, Farming-fishing, Own-child,White,Male,40,0,30641
54, Local-gov, HS-grad,9,Married, Transport-moving, Husband, Black,Male,40,0,30621
32, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,50,0,30744
50, Private, 1st-4th,2,Married, Craft-repair, Unmarried,White,Male,40,0,30550
24, Private, Bachelors,13,Not Married, Tech-support, Not-in-family,White,Female,20,0,30669
37, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,60,0,30609
52, Private, HS-grad,9,Not Married, Transport-moving, Unmarried,White,Male,40,0,30660
38, Private, Some-college,10,Married, Transport-moving, Husband,White,Male,40,0,30554
49, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,45,1,98840
30, Private, Bachelors,13,Married, Tech-support, Wife,White,Female,16,1,101514
60, Private, Some-college,10,Not Married, Prof-specialty, Unmarried,White,Male,40,1,90850
22, ?, Some-college,10,Not Married, ?, Own-child,White,Male,40,0,30648
35, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,40,0,40772
30, Private, HS-grad,9,Not Married, Transport-moving, Not-in-family,White,Male,60,0,30702
67, Private, Assoc-voc,11,Not Married, Other-service, Not-in-family,White,Female,24,0,34085
46, Private, Bachelors,13,Not Married, Craft-repair, Not-in-family,White,Female,40,0,40047
17, Private, 9th,5,Not Married, Other-service, Not-in-family,White,Male,6,0,30733
22, Private, Some-college,10,Not Married, Handlers-cleaners, Own-child,White,Male,30,0,30670
27, Private, 10th,6,Not Married, Other-service, Not-in-family,White,Male,40,0,46613
23, Private, HS-grad,9,Not Married, Other-service, Unmarried,White,Female,35,0,30677
33, Private, Assoc-acdm,12,Married, Craft-repair, Husband,White,Male,45,0,30670
43, Self-emp-not-inc, Some-college,10,Married, Craft-repair, Husband,White,Male,20,0,30566
28, State-gov, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,20,0,42249
41, Private, HS-grad,9,Married, Craft-repair, Unmarried,White,Female,40,0,42589
52, ?, 12th,8,Not Married, ?, Other-relative, Black,Male,40,0,40897
25, Private, Some-college,10,Married, Adm-clerical, Own-child, Black,Female,20,0,30688
63, ?, 1st-4th,2,Married, ?, Husband,White,Male,35,0,30586
59, Local-gov, HS-grad,9,Married, Transport-moving, Husband,White,Male,45,0,30558
45, Local-gov, Bachelors,13,Not Married, Prof-specialty, Unmarried,White,Female,40,0,30723
38, Private, Bachelors,13,Married, Sales, Husband,White,Male,60,1,57307
40, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Female,35,0,30579
46, Federal-gov, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,30556
35, Private, Assoc-acdm,12,Not Married, Exec-managerial, Not-in-family,White,Female,60,0,35437
34, Private, HS-grad,9,Not Married, Prof-specialty, Unmarried,White,Female,25,0,30569
33, Private, Bachelors,13,Not Married, Craft-repair, Own-child,White,Male,20,0,30582
41, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,36,0,37922
20, Private, Some-college,10,Not Married, Machine-op-inspct, Own-child,White,Male,40,0,44215
23, Private, 5th-6th,3,Not Married, Other-service, Own-child,White,Male,40,0,30711
26, Private, Some-college,10,Not Married, Prof-specialty, Not-in-family,White,Female,35,0,30619
72, ?, HS-grad,9,Married, ?, Husband,White,Male,20,0,45178
23, Local-gov, HS-grad,9,Not Married, Farming-fishing, Not-in-family,White,Male,40,0,30613
62, Local-gov, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,30559
52, Private, Some-college,10,Married, Adm-clerical, Husband,White,Male,40,0,30666
58, Private, Some-college,10,Not Married, Other-service, Unmarried,White,Female,42,0,30747
25, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Female,40,0,46121
24, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family, Black,Male,40,0,30716
19, Private, Some-college,10,Not Married, Protective-serv, Own-child,White,Male,8,0,30657
43, Private, Some-college,10,Married, Exec-managerial, Husband,White,Male,40,0,30584
47, Local-gov, HS-grad,9,Not Married, Adm-clerical, Unmarried, Black,Female,40,0,41929
39, Private, HS-grad,9,Not Married, Other-service, Unmarried,White,Female,40,0,30745
49, Private, Assoc-voc,11,Married, Handlers-cleaners, Unmarried,White,Male,42,0,45873
53, ?, 5th-6th,3,Married, ?, Unmarried, Black,Female,30,0,30634
32, Private, Assoc-voc,11,Not Married, Craft-repair, Not-in-family,White,Male,45,0,30667
34, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,50,1,70043
28, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,45,0,30749
57, ?, Assoc-voc,11,Married, ?, Unmarried,White,Female,38,0,42414
25, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo,Female,20,0,30707
20, ?, Some-college,10,Not Married, ?, Own-child,White,Male,24,0,30620
21, ?, Some-college,10,Not Married, ?, Unmarried,White,Female,35,0,30566
34, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,50,1,71735
38, Self-emp-inc, Bachelors,13,Married, Exec-managerial, Husband,White,Male,80,1,128221
50, Private, HS-grad,9,Married, Exec-managerial, Husband,White,Male,50,1,84825
24, Local-gov, Some-college,10,Not Married, Handlers-cleaners, Not-in-family, Black,Male,50,0,39522
37, Local-gov, Some-college,10,Married, Tech-support, Husband,White,Male,45,1,130730
44, Private, Some-college,10,Not Married, Machine-op-inspct, Unmarried,White,Male,58,1,128257
28, Private, Some-college,10,Married, Sales, Wife,White,Female,40,0,30583
42, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,65902
74, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family,White,Female,9,0,30695
38, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,0,30742
44, Self-emp-not-inc, Masters,14,Married, Prof-specialty, Husband,White,Male,40,0,44254
44, Private, 11th,7,Not Married, Machine-op-inspct, Unmarried, Other,Female,46,0,30473
26, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,30657
